agencykey|employeeskey|commercialkey|customerskey|productcategorykey|productkey|orderdatekey|requireddatekey|shippeddatekey|statuskey|ordernumber|orderlinenumber|quantityordered|priceeach|amount|numberofitems
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|4A664586A659CAF9B5E18A79CB3476B2|ADD43E19C8A3933DB4E494C5ADA4387C|0972F9FACCAF254B756F21A2AC83C133|2021-07-19|2021-07-27|2021-07-24|747CF5C8587184B9E489FF897D97C20D|10270|8|43|94.50|4063.50|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2C7706EAAF79FC2997819A20D2D61615|D39B79B3341F1B50B921D2C8F9CB9198|2B0AF8220E6D84FF5FB34C580A1F6D38|2020-10-18|2020-10-26|2020-10-19|747CF5C8587184B9E489FF897D97C20D|10162|3|48|156.94|7533.12|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|14C6057EAC26728B9926151B6FC49B57|BDD4286459900F7788990A266EAF5E28|A32076CB1815580368C3992866B106FF|2021-08-21|2021-08-29|2021-08-26|747CF5C8587184B9E489FF897D97C20D|10284|12|30|65.08|1952.40|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|CC9A4BD8C6121BD42AEAA0ED86415990|BDD4286459900F7788990A266EAF5E28|557B08D4959EEF938FE6D380356667B2|2021-03-30|2021-04-05|2021-04-02|747CF5C8587184B9E489FF897D97C20D|10234|1|50|146.65|7332.50|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|166381EDC073CE1E14AC8FBBFC0CDFFD|51629845CBA6CF76598D4132DCB5CED4|2020-08-08|2020-08-16|2020-08-13|747CF5C8587184B9E489FF897D97C20D|10142|10|22|95.80|2107.60|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|F632E942A4B57B0C1380C73DA22BBFFD|F9ECED7271ACE37EAE7270210B2BAC2A|A181F8CD4CE8A072A435492775FF4478|2021-01-12|2021-01-22|2021-01-20|747CF5C8587184B9E489FF897D97C20D|10210|4|30|63.22|1896.60|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|ADD43E19C8A3933DB4E494C5ADA4387C|E165AF9A813FCB844CC7D6D8DD073700|2020-01-31|2020-02-09|2020-02-01|747CF5C8587184B9E489FF897D97C20D|10104|7|33|114.59|3781.47|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|CC9A4BD8C6121BD42AEAA0ED86415990|D39B79B3341F1B50B921D2C8F9CB9198|9032B1C5D9D8A517926645D86D802684|2021-07-12|2021-07-18|2021-07-14|747CF5C8587184B9E489FF897D97C20D|10268|3|49|93.49|4581.01|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|21A05869956041F83304A22D2E03C14C|9029FF9E9C7721FA20D4E54A8E7CE473|2BEB16692FE97F197C4AA512683A8D4B|2020-11-06|2020-11-15|2020-11-12|747CF5C8587184B9E489FF897D97C20D|10176|10|20|139.17|2783.40|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|D39B79B3341F1B50B921D2C8F9CB9198|54E5335EFF5F2D42EE1529223DFC5F1B|2020-11-12|2020-11-21|2020-11-18|747CF5C8587184B9E489FF897D97C20D|10182|7|20|105.52|2110.40|1
C4CA4238A0B923820DCC509A6F75849B|0F2C9A93EEA6F38FABB3ACB1C31488C6|0F2C9A93EEA6F38FABB3ACB1C31488C6|52B37B9B0B04B7FE92CBB37DA9CF1BA2|4D091C3139A28C131B75656586631457|D2E3D8176079F831C82A66BA36D1C78C|2021-02-19|2021-02-27|2021-02-20|747CF5C8587184B9E489FF897D97C20D|10222|13|36|69.39|2498.04|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2908904D81FC4A09B684DFF7E0EF15D9|D39B79B3341F1B50B921D2C8F9CB9198|AF5DC2E464E6473717AA5C7FE351E159|2020-09-12|2020-09-18|2020-09-17|747CF5C8587184B9E489FF897D97C20D|10149|2|42|89.29|3750.18|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|1E1C44CB4990CCB2484492E18C336B36|D39B79B3341F1B50B921D2C8F9CB9198|A549191C1FEEFB897B95B8AE83E68E4B|2021-12-16|2021-12-22|2021-12-18|747CF5C8587184B9E489FF897D97C20D|10360|3|36|70.81|2549.16|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|743C0C21889500E13A6B97FC680E637A|D39B79B3341F1B50B921D2C8F9CB9198|5EF177AC450CBECAE5A3908EEB349FE3|2020-04-29|2020-05-08|2020-05-01|747CF5C8587184B9E489FF897D97C20D|10120|12|49|41.46|2031.54|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|CC24BB40A6B1BBB6343328BC97302A09|ADD43E19C8A3933DB4E494C5ADA4387C|D91F47F102A344A0AC119CD81761BA0E|2021-11-05|2021-11-11|2021-11-08|747CF5C8587184B9E489FF897D97C20D|10324|7|26|100.73|2618.98|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|70A2405E4C31E7E1C12DC9A7CAA43BF6|ADD43E19C8A3933DB4E494C5ADA4387C|A8ED5F324CFC80FB6954506AA67BA0AB|2021-10-11|2021-10-20|2021-10-17|747CF5C8587184B9E489FF897D97C20D|10304|3|39|117.54|4584.06|1
C4CA4238A0B923820DCC509A6F75849B|0F2C9A93EEA6F38FABB3ACB1C31488C6|0F2C9A93EEA6F38FABB3ACB1C31488C6|52B37B9B0B04B7FE92CBB37DA9CF1BA2|BDD4286459900F7788990A266EAF5E28|F538A00BE0DE5109AD437AAEF67BF59F|2021-02-19|2021-02-27|2021-02-20|747CF5C8587184B9E489FF897D97C20D|10222|7|31|45.19|1400.89|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2C7706EAAF79FC2997819A20D2D61615|D39B79B3341F1B50B921D2C8F9CB9198|DA31F461C790455AD0E3C030F766CD2A|2020-10-18|2020-10-26|2020-10-19|747CF5C8587184B9E489FF897D97C20D|10162|8|27|53.28|1438.56|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|20017407F3CF9B561B78DF6C43EAB4DE|BDD4286459900F7788990A266EAF5E28|56CF3260A8F121D559A31E32368839A5|2020-10-09|2020-10-15|2020-10-14|747CF5C8587184B9E489FF897D97C20D|10157|5|40|89.72|3588.80|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|5B35545E1A55678B1A494C68202CC02D|4D091C3139A28C131B75656586631457|E7E6E3C88E1ED2B40C5F62DA97D2C033|2021-09-15|2021-09-22|2021-09-16|747CF5C8587184B9E489FF897D97C20D|10296|11|34|89.61|3046.74|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|AF37C38D6B264D5924746E04E4A9AA37|9029FF9E9C7721FA20D4E54A8E7CE473|D0BF049073D881F6F4919C5365599358|2022-03-03|2022-03-09|2022-03-08|747CF5C8587184B9E489FF897D97C20D|10389|6|25|95.13|2378.25|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|5BBFC82FD806AD51478ED0E004011423|D39B79B3341F1B50B921D2C8F9CB9198|80840A21045AB320EA5C5D7DF040670E|2020-01-29|2020-02-07|2020-02-02|747CF5C8587184B9E489FF897D97C20D|10103|12|27|92.19|2489.13|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|74CAE178CC03AA04BDCE47AD711E12EE|4D091C3139A28C131B75656586631457|C738CC041E22083A42DA80B239ACD5D9|2022-03-30|2022-04-09|2022-03-31|747CF5C8587184B9E489FF897D97C20D|10398|18|28|70.54|1975.12|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|F9312512AEB3A956B16709706A64E540|9029FF9E9C7721FA20D4E54A8E7CE473|8B7807BE133F14DE6287D39B618DE8F0|2021-08-30|2021-09-06|2021-09-01|747CF5C8587184B9E489FF897D97C20D|10287|8|44|61.60|2710.40|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|242C3F0A0FD26A1A4660F16A42D8066B|9029FF9E9C7721FA20D4E54A8E7CE473|CAF697F59E806D177552ACEA24DC912D|2022-05-17|2022-05-28|2022-05-19|747CF5C8587184B9E489FF897D97C20D|10419|13|12|182.90|2194.80|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|4D091C3139A28C131B75656586631457|16C962CDC8531E4924C6BE533B7AB8D3|2021-12-02|2021-12-08|2021-12-05|747CF5C8587184B9E489FF897D97C20D|10350|15|20|48.05|961.00|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|AF37C38D6B264D5924746E04E4A9AA37|F9ECED7271ACE37EAE7270210B2BAC2A|078CBE09F622739748CCC53D0B2BD402|2022-03-03|2022-03-09|2022-03-08|747CF5C8587184B9E489FF897D97C20D|10389|5|39|52.09|2031.51|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|ADD43E19C8A3933DB4E494C5ADA4387C|9901D163E383EB8FEFEB1DA8A5B5F722|2022-03-15|2022-03-25|2022-03-19|747CF5C8587184B9E489FF897D97C20D|10394|3|36|47.08|1694.88|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|49961DF6D0D0B5C5922A29FFD4AA240B|D39B79B3341F1B50B921D2C8F9CB9198|54E5335EFF5F2D42EE1529223DFC5F1B|2022-04-23|2022-05-05|2022-04-24|747CF5C8587184B9E489FF897D97C20D|10409|2|6|104.25|625.50|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|D39B79B3341F1B50B921D2C8F9CB9198|AF8AC33DF5F7F901BC7A1CE7568DEC3B|2020-03-26|2020-04-02|2020-03-27|747CF5C8587184B9E489FF897D97C20D|10113|3|50|43.27|2163.50|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|CC9A4BD8C6121BD42AEAA0ED86415990|D39B79B3341F1B50B921D2C8F9CB9198|54E5335EFF5F2D42EE1529223DFC5F1B|2021-07-12|2021-07-18|2021-07-14|747CF5C8587184B9E489FF897D97C20D|10268|7|50|124.59|6229.50|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|74CAE178CC03AA04BDCE47AD711E12EE|BDD4286459900F7788990A266EAF5E28|97A9D64D70C7E5B4F427946F21468F22|2022-03-30|2022-04-09|2022-03-31|747CF5C8587184B9E489FF897D97C20D|10398|15|34|82.79|2814.86|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|AF37C38D6B264D5924746E04E4A9AA37|F9ECED7271ACE37EAE7270210B2BAC2A|40BD5AF9025F6AD8DF4BC62E6B97DBCC|2022-03-03|2022-03-09|2022-03-08|747CF5C8587184B9E489FF897D97C20D|10389|1|45|112.70|5071.50|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|49961DF6D0D0B5C5922A29FFD4AA240B|ADD43E19C8A3933DB4E494C5ADA4387C|E165AF9A813FCB844CC7D6D8DD073700|2021-06-15|2021-06-22|2021-06-17|747CF5C8587184B9E489FF897D97C20D|10259|2|29|105.33|3054.57|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|2BAEE22BAF7F619D535A09422F26E389|9029FF9E9C7721FA20D4E54A8E7CE473|AA7E9946D1A9AC202E054533D271D4D2|2020-03-18|2020-03-24|2020-03-20|747CF5C8587184B9E489FF897D97C20D|10110|16|37|118.22|4374.14|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|0D8DD7C18CA0C617265BD4E5E0FFC821|F9ECED7271ACE37EAE7270210B2BAC2A|0C885B204721265A300692FDF1CA3B52|2021-01-15|2021-01-25|2021-01-18|747CF5C8587184B9E489FF897D97C20D|10211|14|41|90.92|3727.72|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|88964F97BE967BC16B4B2866114A748C|9029FF9E9C7721FA20D4E54A8E7CE473|2BEB16692FE97F197C4AA512683A8D4B|2021-10-22|2021-11-01|2021-10-23|747CF5C8587184B9E489FF897D97C20D|10314|13|42|135.90|5707.80|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|7471C6E31A195E12E60E324F17454AC1|9029FF9E9C7721FA20D4E54A8E7CE473|F277FACA6EC3EAC9B56C4E821BEEA5E6|2020-10-04|2020-10-13|2020-10-09|747CF5C8587184B9E489FF897D97C20D|10300|2|23|95.58|2198.34|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|6F9C08CBF8465AB59DF7DAC2FB8E19F0|D39B79B3341F1B50B921D2C8F9CB9198|CEB1010B4A6AB349AD793312342A952E|2020-02-17|2020-02-24|2020-02-21|747CF5C8587184B9E489FF897D97C20D|10106|14|31|55.89|1732.59|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2C7706EAAF79FC2997819A20D2D61615|ADD43E19C8A3933DB4E494C5ADA4387C|0972F9FACCAF254B756F21A2AC83C133|2022-02-17|2022-02-25|2022-02-18|747CF5C8587184B9E489FF897D97C20D|10381|2|48|114.34|5488.32|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|AF05C25D54766FACEC02E42625D526A3|ADD43E19C8A3933DB4E494C5ADA4387C|E165AF9A813FCB844CC7D6D8DD073700|2020-11-14|2020-11-22|2020-11-20|747CF5C8587184B9E489FF897D97C20D|10184|4|45|92.60|4167.00|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|F603DB4D2C04F97E7BDFC9B960AE710C|4D091C3139A28C131B75656586631457|D2E3D8176079F831C82A66BA36D1C78C|2021-11-23|2021-11-30|2021-11-30|747CF5C8587184B9E489FF897D97C20D|10339|9|50|62.16|3108.00|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|765C7FC8D8C6850C49DAEA4D9F69CF4A|D39B79B3341F1B50B921D2C8F9CB9198|90796E71B563456DA22733A07E9C3D96|2020-11-14|2020-11-21|2020-11-20|747CF5C8587184B9E489FF897D97C20D|10185|9|28|124.30|3480.40|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|75536B8F7357546215402210AF2A3DC2|D39B79B3341F1B50B921D2C8F9CB9198|CEB1010B4A6AB349AD793312342A952E|2021-07-21|2021-07-29|2021-07-22|747CF5C8587184B9E489FF897D97C20D|10274|3|24|65.09|1562.16|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|166381EDC073CE1E14AC8FBBFC0CDFFD|2DC8B616C438B4A7922910480E8AA2FF|2022-02-22|2022-03-02|2022-02-25|747CF5C8587184B9E489FF897D97C20D|10383|10|38|48.62|1847.56|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|B9555E741C9F96CAB1DED3CC710F191E|9029FF9E9C7721FA20D4E54A8E7CE473|A357389F9FAD58972043FAC432533E72|2020-10-21|2020-10-30|2020-10-23|F691F042A559B1C1A4F89826C6F75760|10164|2|21|143.31|3009.51|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2975A4BE18255BE55D3BAB45EA5DE449|D39B79B3341F1B50B921D2C8F9CB9198|AF5DC2E464E6473717AA5C7FE351E159|2020-03-25|2020-03-31|2020-03-30|747CF5C8587184B9E489FF897D97C20D|10111|4|39|91.27|3559.53|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|63E132C5A1E81D194072303F61711F20|BDD4286459900F7788990A266EAF5E28|4B3D6192A238B02988E454B8736E917C|2020-11-15|2020-11-24|2020-11-16|747CF5C8587184B9E489FF897D97C20D|10187|7|34|72.00|2448.00|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|C0BDA60CBCFBBF8E4615E4F297F52820|ADD43E19C8A3933DB4E494C5ADA4387C|2BC5C3992E3FCA5A34EE849A4085B17B|2020-07-24|2020-08-02|2020-07-30|747CF5C8587184B9E489FF897D97C20D|10140|2|46|51.05|2348.30|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|9029FF9E9C7721FA20D4E54A8E7CE473|E389D09B427E6E264BF913B36B0E82E0|2021-01-16|2021-01-24|2021-01-18|747CF5C8587184B9E489FF897D97C20D|10212|4|46|100.66|4630.36|1
C4CA4238A0B923820DCC509A6F75849B|0F2C9A93EEA6F38FABB3ACB1C31488C6|0F2C9A93EEA6F38FABB3ACB1C31488C6|52B37B9B0B04B7FE92CBB37DA9CF1BA2|9029FF9E9C7721FA20D4E54A8E7CE473|5AE776CDF510B9E839397CA137C4B0F0|2021-02-26|2021-03-06|2021-03-02|747CF5C8587184B9E489FF897D97C20D|10226|6|46|122.91|5653.86|1
C81E728D9D4C2F636F067F89CC14862C|3948EAD63A9F2944218DE038D8934305|3948EAD63A9F2944218DE038D8934305|CFF8EDBA74F8455856B60A7D9B446A6E|9029FF9E9C7721FA20D4E54A8E7CE473|EEF71432420F54895CECA58C86FE9594|2020-11-20|2020-11-29|2020-11-25|747CF5C8587184B9E489FF897D97C20D|10192|13|30|33.23|996.90|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2C7706EAAF79FC2997819A20D2D61615|F9ECED7271ACE37EAE7270210B2BAC2A|40BD5AF9025F6AD8DF4BC62E6B97DBCC|2020-10-10|2020-10-19|2020-10-16|747CF5C8587184B9E489FF897D97C20D|10159|15|44|100.30|4413.20|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|9029FF9E9C7721FA20D4E54A8E7CE473|A6027DFDCB80DFB5474AA4B223E1AB21|2022-03-04|2022-03-11|2022-03-07|747CF5C8587184B9E489FF897D97C20D|10390|8|45|134.81|6066.45|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|E75BB0A5D2AEEAE097AD608FE06D51B2|9029FF9E9C7721FA20D4E54A8E7CE473|AB5975C62CE07D23865B2D1349E5BF32|2021-06-03|2021-06-13|2021-06-04|747CF5C8587184B9E489FF897D97C20D|10254|11|34|66.88|2273.92|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|49961DF6D0D0B5C5922A29FFD4AA240B|D39B79B3341F1B50B921D2C8F9CB9198|54E5335EFF5F2D42EE1529223DFC5F1B|2021-09-01|2021-09-11|2021-09-05|747CF5C8587184B9E489FF897D97C20D|10288|2|31|102.98|3192.38|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|AF05C25D54766FACEC02E42625D526A3|9029FF9E9C7721FA20D4E54A8E7CE473|140D7F67F1A796C54863493AA33502E7|2020-11-14|2020-11-22|2020-11-20|747CF5C8587184B9E489FF897D97C20D|10184|7|42|30.06|1262.52|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|A33F7737006802CDD4F0EA53DC507842|D39B79B3341F1B50B921D2C8F9CB9198|FFE14F5AFE160954A8B7309608D12EC6|2021-08-17|2021-08-27|2021-08-19|747CF5C8587184B9E489FF897D97C20D|10280|14|33|35.29|1164.57|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|9C36FD4E5F5F66DFDD483D0A1277EF1C|BDD4286459900F7788990A266EAF5E28|277A094F9644FAA9FBEF9D0F303CE65F|2021-04-02|2021-04-12|2021-04-06|747CF5C8587184B9E489FF897D97C20D|10235|10|38|92.74|3524.12|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|5B7CEE7566BFB4366D174345A2D3A725|ADD43E19C8A3933DB4E494C5ADA4387C|078724EC055F34A0E97D69B371D4D6A3|2020-12-09|2020-12-17|2020-12-11|747CF5C8587184B9E489FF897D97C20D|10207|12|46|127.79|5878.34|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|C7AF7B2045D4AD135BAEF5D4697D0CB4|D39B79B3341F1B50B921D2C8F9CB9198|5EF177AC450CBECAE5A3908EEB349FE3|2021-12-04|2021-12-11|2021-12-05|747CF5C8587184B9E489FF897D97C20D|10353|8|40|35.78|1431.20|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|F603DB4D2C04F97E7BDFC9B960AE710C|9029FF9E9C7721FA20D4E54A8E7CE473|784CD0AC784A7F6F500CFC2081655CBA|2021-06-15|2021-06-25|2021-06-23|747CF5C8587184B9E489FF897D97C20D|10258|6|32|177.87|5691.84|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|6F5AF4AB66105B161205DFA53C3411C4|9029FF9E9C7721FA20D4E54A8E7CE473|784CD0AC784A7F6F500CFC2081655CBA|2020-12-05|2020-12-13|2020-12-08|747CF5C8587184B9E489FF897D97C20D|10206|6|47|203.59|9568.73|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|6F4D69D9E2F053B895796FF3D140BD77|D39B79B3341F1B50B921D2C8F9CB9198|5EF177AC450CBECAE5A3908EEB349FE3|2022-02-03|2022-02-10|2022-02-06|747CF5C8587184B9E489FF897D97C20D|10375|5|49|36.22|1774.78|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|A5B46C8357DA904180ABBDDE9FF9BCF9|9029FF9E9C7721FA20D4E54A8E7CE473|F6FF19DF566D3115CBBC327770651CF1|2021-10-14|2021-10-23|2021-10-20|747CF5C8587184B9E489FF897D97C20D|10307|9|22|118.32|2603.04|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|9A75EA63C296EFCBC6A621EA49ED03A2|9029FF9E9C7721FA20D4E54A8E7CE473|8CB7D95A9F0E6B34114FE9CE42AADA25|2021-04-09|2021-04-16|2021-04-10|747CF5C8587184B9E489FF897D97C20D|10238|8|44|120.53|5303.32|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|D39B79B3341F1B50B921D2C8F9CB9198|5EF177AC450CBECAE5A3908EEB349FE3|2020-10-08|2020-10-17|2020-10-11|747CF5C8587184B9E489FF897D97C20D|10156|1|20|43.64|872.80|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|88964F97BE967BC16B4B2866114A748C|9029FF9E9C7721FA20D4E54A8E7CE473|FBA241707189AEC14DB392306F6991F7|2021-10-22|2021-11-01|2021-10-23|747CF5C8587184B9E489FF897D97C20D|10314|11|44|51.44|2263.36|1
